movie,genre,synopsis,year,rate,duration,votes,popularity
The Perks of Being a Wallflower,Drama|Romance,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,2012,8.0,102,366447,383.0
Cinderella,Drama|Family|Fantasy,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",2015,7.0,105,110591,331.0
The Revenant,Adventure|Drama|Thriller,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,2015,8.0,156,469177,128.0
Pacific Rim,Action|Adventure|Sci-Fi,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",2013,7.0,131,391850,640.0
Mirror Mirror,Adventure|Comedy|Drama,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.,2012,5.6,106,72742,2887.0
Now You See Me,Crime|Mystery|Thriller,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,2013,7.3,115,477812,199.0
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012,5.5,115,190181,335.0
A Cat in Paris,Animation|Crime|Family,"In Paris, a cat who lives a secret life as a cat burglar's aide must come to the rescue of Zoe, the little girl he lives with, after she falls into a gangster's clutches.",2010,7.0,70,8759,
Ready Player One,Action|Adventure|Sci-Fi,"When the creator of a virtual reality world called the OASIS dies, he releases a video in which he challenges all OASIS users to find his Easter Egg, which will give the finder his fortune.",2018,7.5,140,269231,79.0
Trolls,Animation|Adventure|Comedy,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",2016,6.5,92,16936,41.0
Vampire Academy,Action|Comedy|Fantasy,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",2014,5.6,104,42988,895.0
Despicable Me 2,Animation|Adventure|Comedy,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",2013,7.5,98,297173,1449.0
The Invisible Woman,Biography|Drama|Historyy,"At the height of his career, Charles Dickens meets a younger woman who becomes his secret lover until his death.",2013,6.1,111,7427,4937.0
Snowpiercer,Action|Drama|Sci-Fi,"Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges.",2013,7.0,126,191904,596.0
We're the Millers,Comedy|Crime,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,2013,7.0,110,327208,713.0
Bohemian Rhapsody,Biography|Drama|Music,"The story of the legendary rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",2018,8.3,134,195284,5.0
Ender's Game,Action|Sci-Fi,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion.",2013,6.7,114,190465,858.0
Snow White and the Huntsman,Action|Adventure|Drama,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",2012,6.1,127,235419,565.0
Secret in Their Eyes,Crime|Drama|Mystery,"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",2015,6.2,111,24878,529.0
Moonrise Kingdom,Adventure|Comedy|Drama,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",2012,7.8,94,247320,673.0
Like Crazy,Drama|Romance,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",2011,6.7,86,48930,1555.0
This Is 40,Comedy|Romance,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",2012,6.2,134,106447,1751.0
The First Time,Comedy|Drama|Romance,A shy senior and a down-to-earth junior fall in love over one weekend.,2012,6.9,95,52192,1434.0
Wreck-It Ralph,Animation|Adventure|Comedy,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",2012,7.8,101,282505,1409.0
Anna Karenina,Drama|Romance,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",2012,6.6,129,73975,940.0
The Maze Runner,Action|Mystery|Sci-Fi,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",2014,6.8,113,325748,740.0
Zero Dark Thirty,Drama|Historyy|Thriller,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",2012,7.4,157,222158,790.0
Inherent Vice,Comedy|Crime|Drama,"In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.",2014,6.7,148,67166,1179.0
Southpaw,Drama|Sport,Boxer Billy Hope turns to trainer Tick Wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services.,2015,7.4,124,160644,542.0
Her,Drama|Romance|Sci-Fi,A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,2013,8.0,126,375711,364.0
American Hustle,Crime|Drama,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",2013,7.3,138,369474,421.0
Unbroken,Biography|Drama|Sport,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",2014,7.2,137,109631,569.0
Ernest & Celestine,Animation|Comedy|Crime,"The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.",2012,7.9,80,12940,
The Place Beyond the Pines,Crime|Drama|Thriller,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",2012,7.3,140,194321,264.0
War Witch,Drama|War,"Somewhere in Sub-Saharan Africa, Komona, a 14-year-old girl, tells her unborn child growing inside her the story of her life since she has been at war. Everything started when she was abducted by the rebel army at the age of 12.",2012,7.1,90,6062,
Nebraska,Adventure|Comedy|Drama,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",2013,7.7,115,94058,2949.0
Bullhead,Crime|Drama,"Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader.",2011,7.4,129,18542,
Black Panther,Action|Adventure|Sci-Fi,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",2018,7.4,134,447563,80.0
A Separation,Drama|Mystery,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,2011,8.4,123,160384,1421.0
Divergent,Adventure|Mystery|Sci-Fi,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",2014,6.7,139,353439,343.0
Captain America: The Winter Soldier,Action|Adventure|Sci-Fi,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",2014,7.8,136,523033,548.0
Django Unchained,Drama|Western,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012,8.4,165,1003046,240.0
Percy Jackson: Sea of Monsters,Adventure|Family|Fantasy,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.",2013,5.9,106,89490,1391.0
End of Watch,Crime|Drama|Thriller,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",2012,7.7,109,187721,1162.0
Resident Evil: Retribution,Action|Horror|Sci-Fi,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,2012,5.4,96,108238,341.0
Blade Runner 2049,Drama|Mystery|Sci-Fi,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",2017,8.2,164,225370,9.0
Deepwater Horizon,Drama|Thriller,"A dramatization of the April 2010 disaster, when the offshore drilling rig Deepwater Horizon exploded and created the worst oil spill in U.S. history.",2016,7.2,107,54679,26.0
Song of the Sea,Animation|Adventure|Family,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the faeries and save the spirit world.",2014,8.2,93,30904,2782.0
The Sessions,Biography|Comedy|Drama,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,2012,7.2,95,37113,
The Amazing Spider-Man 2,Action|Adventure|Sci-Fi,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",2014,6.7,142,332884,339.0
The Judge,Crime|Drama,"Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.",2014,7.4,141,144097,1714.0
X-Men: Days of Future Past,Action|Adventure|Sci-Fi,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,2014,8.0,132,533544,399.0
Spotlight,Crime|Drama|Historyy,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015,8.1,128,241566,223.0
Fast & Furious 6,Action|Crime|Thriller,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",2013,7.1,130,308904,601.0
Flight,Drama|Thriller,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",2012,7.3,138,271373,1476.0
Magic Mike,Comedy|Drama,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",2012,6.1,110,111378,1103.0
Mud,Drama,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,2012,7.4,130,139989,1621.0
Miss Peregrine's Home for Peculiar Children,Adventure|Drama|Family,"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",2016,6.8,127,75012,45.0
Ford v Ferrari,Action|Biography|Drama,"American car designer Carroll Shelby and driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary race car for Ford and challenge Ferrari at the 24 Hours of Le Mans in 1966.",2019,8.2,152,102192,13.0
The Hunger Games: Catching Fire,Action|Adventure|Mystery,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,2013,7.6,146,514025,483.0
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",2014,6.7,123,320995,662.0
The Hunger Games: Mockingjay - Part 2,Action|Adventure|Sci-Fi,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",2015,6.6,137,189665,360.0
Sex Tape,Comedy|Romance,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",2014,5.1,94,87626,1030.0
Rush,Action|Biography|Drama,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,2013,8.1,123,328676,935.0
Toy Story 4,Animation|Adventure|Comedy,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",2019,7.9,100,148832,146.0
Begin Again,Drama|Music,A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,2013,7.4,104,107045,1113.0
Thor: The Dark World,Action|Adventure|Fantasy,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",2013,7.1,112,430511,897.0
Pitch Perfect,Comedy|Music|Romance,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",2012,7.2,112,221107,325.0
Alone Yet Not Alone,Historyy,"The year is 1755, and the English colonies are being ravaged by the atrocities of war. Opposing European powers have clashed over the fertile Ohio valley, and entire families are devastated... See full summary И",2013,4.2,103,507,
Monsieur Lazhar,Comedy|Drama,"At a MontrЋal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.",2011,7.5,94,16470,
The Wind Rises,Animation|Biography|Drama,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",2013,7.8,126,47435,3558.0
Guardians of the Galaxy,Action|Adventure|Sci-Fi,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.,2014,8.1,121,721743,138.0
All Is Lost,Action|Adventure|Drama,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",2013,6.9,106,62013,2089.0
The Broken Circle Breakdown,Drama|Music|Romance,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",2012,7.8,111,31225,2228.0
12 Years a Slave,Biography|Drama|Historyy,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",2013,8.1,134,465646,457.0
The Great Wall,Action|Adventure|Fantasy,"When a mercenary warrior (Matt Damon) is imprisoned within the Great Wall, he discovers the mystery behind one of the greatest wonders of the world. As wave after wave of marauding beasts ... See full summary »",2016,6.3,103,7486,42.0
Inside Llewyn Davis,Drama|Music,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,2013,7.4,104,102948,1720.0
Point Break,Action|Crime|Sport,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",2015,5.3,114,41371,599.0
No,Drama,An ad executive comes up with a campaign to defeat Augusto Pinochet in Chile's 1988 referendum.,2012,7.4,118,18723,4264.0
Rocketman,Biography|Drama|Music,A musical fantasy about the fantastical human story of Elton John's breakthrough years.,2019,7.4,121,92250,113.0
Steve Jobs,Biography|Drama,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",2015,7.2,122,110782,751.0
The Imitation Game,Biography|Drama|Thriller,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",2014,8.1,114,511321,217.0
Assassin's Creed,Action|Adventure|Fantasy,"When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.",2016,6.4,115,44969,23.0
Inside Out,Animation|Adventure|Comedy,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",2015,8.2,95,388047,372.0
Spring Breakers,Crime|Drama,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",2012,5.3,94,112039,750.0
Dawn of the Planet of the Apes,Action|Adventure|Drama,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,2014,7.6,130,329334,1095.0
The Hunt,Drama,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",2012,8.3,115,185009,799.0
Transformers: Age of Extinction,Action|Adventure|Sci-Fi,"Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help.",2014,5.7,165,249971,225.0
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Adventure|Comedy,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.",2013,7.1,114,28557,2933.0
Hacksaw Ridge,Drama|Historyy|War,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",2016,8.5,139,51138,14.0
Beasts of the Southern Wild,Drama|Fantasy,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.",2012,7.3,93,71897,4553.0
Saving Mr. Banks,Biography|Comedy|Drama,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",2013,7.5,125,123256,1892.0
The Accountant,Action|Crime|Drama,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",2016,7.4,128,104713,25.0
American Sniper,Action|Biography|Drama,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",2014,7.3,133,341092,423.0
Into the Woods,Adventure|Comedy|Drama,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,2014,6.0,125,106382,597.0
The Purge,Horror|Sci-Fi|Thriller,"In the future, a wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legalized.",2013,5.7,85,150051,1159.0
Grown Ups 2,Comedy,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you.",2013,5.4,101,111737,787.0
The Other Woman,Comedy|Romance,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",2014,6.0,109,108326,1219.0
Before Midnight,Drama|Romance,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,2013,7.9,109,101404,2410.0
Big Hero 6,Animation|Action|Adventure,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",2014,7.9,102,296501,586.0
Gone Girl,Crime|Drama|Mystery,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",2014,8.1,149,608769,86.0
The Grand Budapest Hotel,Adventure|Comedy|Drama,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",2014,8.1,99,508058,260.0
Love the Coopers,Comedy,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,2015,5.7,107,12016,1012.0
Frozen,Animation|Adventure|Comedy,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",2013,7.5,102,438504,283.0
Olympus Has Fallen,Action|Thriller,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",2013,6.5,119,210461,1170.0
Mandela: Long Walk to Freedom,Biography|Drama|Historyy,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,2013,7.1,141,22175,
Wild,Adventure|Biography|Drama,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",2014,7.1,115,92465,840.0
The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,2014,7.4,144,373125,495.0
Fifty Shades of Grey,Drama|Romance|Thriller,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",2015,4.1,125,229232,109.0
Mary Queen of Scots,Biography|Drama|Historyy,"Mary Stuart's attempt to overthrow her cousin Elizabeth I, Queen of England, finds her condemned to years of imprisonment before facing execution.",2018,6.5,124,5558,33.0
The Expendables 3,Action|Adventure|Thriller,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",2014,6.1,126,133235,1019.0
Blue Jasmine,Drama,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",2013,7.3,98,156398,2076.0
White House Down,Action|Drama|Thriller,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",2013,6.4,131,169764,1140.0
The Great Beauty,Drama,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2013,7.7,141,59670,2341.0
Live by Night,Crime|Drama,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",2016,6.8,129,5208,12.0
The Intern,Comedy|Drama,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",2015,7.1,121,151093,507.0
Spectre,Action|Adventure|Thriller,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",2015,6.8,148,297783,246.0
Coco,Animation|Adventure|Comedy,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",2017,8.7,105,73974,25.0
Brooklyn,Drama|Romance,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",2015,7.5,117,88755,310.0
Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",2015,7.4,131,248632,448.0
Focus,Comedy|Crime|Drama,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",2015,6.6,105,159964,433.0
How to Train Your Dragon: The Hidden World,Animation|Action|Adventure,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",2019,7.5,104,85420,602.0
Keeping Up with the Joneses,Action|Comedy,A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,2016,5.8,105,15330,57.0
Avengers: Age of Ultron,Action|Adventure|Sci-Fi,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's Mightiest Heroes to stop the villainous Ultron from enacting his terrible plans.",2015,7.4,141,494557,220.0
Mudbound,Drama,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",2017,7.5,134,13882,56.0
The Invitation,Drama|Mystery|Thriller,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",2015,6.7,100,34119,531.0
Anomalisa,Animation|Comedy|Drama,A man crippled by the mundanity of his life experiences something out of the ordinary.,2015,7.3,90,41612,1227.0
The November Man,Action|Crime|Thriller,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,2014,6.3,108,52584,2145.0
Carol,Drama|Romance,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,2015,7.2,118,73753,801.0
The Green Inferno,Adventure|Horror,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",2013,5.4,100,24494,1304.0
The Family,Comedy|Crime|Thriller,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",2013,6.3,111,90688,910.0
The Magnificent Seven,Action|Adventure|Western,Seven gunmen in the old west gradually come together to help a poor village against savage thieves.,2016,7.0,133,88471,31.0
Philomena,Biography|Drama,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",2013,7.6,98,78805,3200.0
Joy,Drama,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",2015,6.6,124,90841,425.0
Mr. Turner,Biography|Drama|Historyy,"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life.",2014,6.8,150,19358,4756.0
Star Wars: The Force Awakens,Action|Adventure|Fantasy,"Three decades after the defeat of the Galactic Empire, a new threat arises. The First Order attempts to rule the galaxy and only a ragtag group of heroes can stop them, along with the help of the Resistance.",2015,8.1,136,627665,75.0
Burnt,Comedy|Drama,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",2015,6.6,101,71128,358.0
Star Wars: The Last Jedi,Action|Adventure|Fantasy,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",2017,7.5,152,303155,19.0
Star Wars: Episode IX - The Rise of Skywalker,Action|Adventure|Fantasy,"The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.",2019,6.9,142,242720,21.0
Arrival,Drama|Mystery|Sci-Fi,"When 12 mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors.",2016,8.3,116,131024,4.0
Wonder,Drama|Family,"Based on the New York Times bestseller, WONDER tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters fifth grade, attending a mainstream elementary school for the first time.",2017,8.1,113,24346,65.0
The Light Between Oceans,Drama|Romance,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,2016,7.2,133,15686,100.0
A Million Ways to Die in the West,Comedy|Romance|Western,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",2014,6.1,116,141084,954.0
Birdman or (The Unexpected Virtue of Ignorance),Comedy|Drama|Romance,"Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",2014,7.8,119,420750,295.0
The Tale of the Princess Kaguya,Animation|Drama|Fantasy,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime.",2013,8.1,137,21026,
